index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
3883,CASA ESPERANZA,995 Bukit Timah Road  #07-04 ,176,Strata,26-Sep-2017,Condominium,Freehold,1992,Resale,21,58,589632,Central Region,Bukit Timah,2017-9,1.33490469794,103.783454025,7.0,4.0,1496233.0
3884,CUSCADEN ROYALE,5 Cuscaden Walk  #09-03 ,149,Strata,26-Sep-2017,Apartment,Freehold,2010,Resale,10,24,249696,Central Region,River Valley,2017-9,1.30363087183,103.829230023,9.0,3.0,2038026.9
3885,VACANZA @ EAST,48 Lengkong Tujoh  #12-32 ,45,Strata,26-Sep-2017,Condominium,Freehold,2014,Resale,14,41,417397,East Region,Bedok,2017-9,1.32943151732,103.91480459899999,12.0,32.0,476319.53
3886,MAPLE WOODS,985 Bukit Timah Road  #08-10 ,124,Strata,25-Sep-2017,Condominium,Freehold,1997,Resale,21,58,589627,Central Region,Bukit Timah,2017-9,1.33448197892,103.785572576,8.0,10.0,1004187.0
3887,BUTTERWORTH 8,2 Butterworth Lane  #05-04 ,136,Strata,25-Sep-2017,Condominium,Freehold,2004,Resale,15,43,439445,Central Region,Geylang,2017-9,1.3121223749600002,103.89466357200001,5.0,4.0,1196283.1
3888,BRADDELL HEIGHTS ESTATE,14 Cotswold Close ,404,Land,25-Sep-2017,Detached House,Freehold,1996,Resale,13,35,359612,North East Region,Serangoon,2017-9,1.3467247409399998,103.86173201,,,2522967.8
3889,PARC OLYMPIA,52 Flora Drive  #07-09 ,74,Strata,25-Sep-2017,Condominium,99 Yrs From 25/01/2012,2015,Resale,17,50,506869,East Region,Pasir Ris,2017-9,1.3554219611700002,103.96477757299999,7.0,9.0,638786.75
3890,GRAMERCY PARK,57 Grange Road  #10-08 ,202,Strata,25-Sep-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-9,1.2983710257899999,103.82642846,10.0,8.0,2786498.2
3891,THE LANAI,140 Hillview Avenue  #01-16 ,127,Strata,25-Sep-2017,Condominium,999 Yrs From 12/10/1885,2014,Resale,23,66,669600,West Region,Bukit Batok,2017-9,1.3560524743,103.761290766,1.0,16.0,1268485.9
3892,THE WARREN,37 Choa Chu Kang Loop  #04-02 ,137,Strata,25-Sep-2017,Condominium,99 Yrs From 21/06/2001,2004,Resale,23,68,689675,West Region,Choa Chu Kang,2017-9,1.38599683686,103.742914703,4.0,2.0,938661.25
3893,RAYA GARDEN,14 Jalan Kelichap ,156,Land,25-Sep-2017,Terrace House,Freehold,1972,Resale,19,53,538169,North East Region,Hougang,2017-9,1.34651895887,103.865898554,,,1791005.8
3894,THE MAYFAIR,1 Jurong East Street 32  #05-04 ,108,Strata,25-Sep-2017,Condominium,99 Yrs From 04/12/1996,2000,Resale,22,60,609477,West Region,Jurong East,2017-9,1.3450417895500002,103.733420521,5.0,4.0,1182595.4
3895,KENSINGTON PARK CONDOMINIUM,10 Kensington Park Drive  #02-04 ,155,Strata,25-Sep-2017,Condominium,999 Yrs From 01/04/1878,1990,Resale,19,55,557324,North East Region,Serangoon,2017-9,1.36774049981,103.86930725,2.0,4.0,1234537.6
3896,LINCOLN SUITES,3 Khiang Guan Avenue  #06-05 ,97,Strata,25-Sep-2017,Condominium,Freehold,2014,Resale,11,30,308381,Central Region,Novena,2017-9,1.317063459,103.842735727,6.0,5.0,1135317.1
3897,KOVAN MELODY,17 Kovan Road  #16-06 ,114,Strata,25-Sep-2017,Condominium,99 Yrs From 20/01/2004,2006,Resale,19,54,548190,North East Region,Hougang,2017-9,1.35971675968,103.883197008,16.0,6.0,703473.8
3898,ASTORIA PARK,34 Lorong Mydin  #15-08 ,111,Strata,25-Sep-2017,Condominium,99 Yrs From 01/05/1993,1995,Resale,14,41,416827,East Region,Bedok,2017-9,1.321777708,103.912252165,15.0,8.0,1048206.3
3899,THE SAIL @ MARINA BAY,6 Marina Boulevard  #22-22 ,122,Strata,25-Sep-2017,Apartment,99 Yrs From 12/08/2002,2008,Resale,1,1,18985,Central Region,Downtown Core,2017-9,1.28087139356,103.852592953,22.0,22.0,1675105.8
3900,THE OCEANFRONT @ SENTOSA COVE,295 Ocean Drive  #02-20 ,159,Strata,25-Sep-2017,Condominium,99 Yrs From 10/08/2005,2010,Resale,4,9,98534,Central Region,Southern Islands,2017-9,1.2445008185700002,103.842191252,2.0,20.0,4703293.0
3901,COSTA RHU,5 Rhu Cross  #04-19 ,165,Strata,25-Sep-2017,Condominium,99 Yrs From 30/05/1994,1997,Resale,15,43,437434,Central Region,Kallang,2017-9,1.2959746307200002,103.86643087,4.0,19.0,1732116.2
3902,THE SIXTH AVENUE RESIDENCES,172 Sixth Avenue  #02-33 ,191,Strata,25-Sep-2017,Condominium,Freehold,2009,Resale,10,27,276545,Central Region,Bukit Timah,2017-9,1.32734447457,103.792754962,2.0,33.0,1829723.6
3903,SPOTTISWOODE RESIDENCES,48 Spottiswoode Park Road  #18-04 ,58,Strata,25-Sep-2017,Condominium,Freehold,2013,Resale,2,8,88660,Central Region,Bukit Merah,2017-9,1.2752730379200001,103.83683652,18.0,4.0,952591.1
3904,THE EQUATORIAL,151 Stevens Road  #03-05 ,128,Strata,25-Sep-2017,Condominium,Freehold,2001,Resale,10,25,257872,Central Region,Tanglin,2017-9,1.32030517538,103.82480838200001,3.0,5.0,1758439.8
3905,TANJONG RIA CONDOMINIUM,121 Tanjong Rhu Road  #05-22 ,59,Strata,25-Sep-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,15,43,436914,Central Region,Kallang,2017-9,1.29658423332,103.87455911299999,5.0,22.0,862232.4
3906,BUKIT REGENCY,1 Upper Bukit Timah View  #08-02 ,143,Strata,25-Sep-2017,Condominium,Freehold,1995,Resale,21,58,588132,Central Region,Bukit Timah,2017-9,1.3469003220200002,103.771052044,8.0,2.0,1308804.6
3907,VAUGHAN GARDEN,6 Vaughan Road ,222,Land,25-Sep-2017,Terrace House,Freehold,1995,Resale,13,35,358082,North East Region,Serangoon,2017-9,1.3468321759600002,103.87123556,,,2126331.5
3908,YONG AN PARK,333 River Valley Road  #02-07 ,95,Strata,25-Sep-2017,Condominium,Freehold,1986,Resale,9,23,238365,Central Region,River Valley,2017-9,1.2954319127399998,103.83422786,2.0,7.0,1687709.6
3909,DOUBLE BAY RESIDENCES,19 Simei Street 4  #02-17 ,117,Strata,25-Sep-2017,Condominium,99 Yrs From 07/04/2008,2012,Resale,18,52,529885,East Region,Tampines,2017-9,1.3405060818,103.956011805,2.0,17.0,804542.75
3910,ECHELON,7 Alexandra View  #21-06 ,120,Strata,25-Sep-2017,Condominium,99 Yrs From 06/03/2012,2016,Resale,3,15,158741,Central Region,Bukit Merah,2017-9,1.29082072801,103.818310779,21.0,6.0,1431996.9
3911,THE RAINTREE,99 Bukit Drive  #06-40 ,147,Strata,25-Sep-2017,Condominium,99 Yrs From 01/03/2003,2008,Resale,21,58,587841,West Region,Bukit Panjang,2017-9,1.34880740451,103.774505529,6.0,40.0,1134137.2
3912,GLENDALE PARK,25A Hillview Avenue  #05-04 ,96,Strata,25-Sep-2017,Condominium,Freehold,2000,Resale,23,66,669617,West Region,Bukit Batok,2017-9,1.36255690872,103.765233809,5.0,4.0,796253.75
3913,ECHELON,9 Alexandra View  #32-09 ,120,Strata,25-Sep-2017,Condominium,99 Yrs From 06/03/2012,2016,Resale,3,15,158742,Central Region,Bukit Merah,2017-9,1.29060362902,103.81788013299999,32.0,9.0,1411055.6
3914,VERTIS,20 Amber Gardens  #07-04 ,62,Strata,25-Sep-2017,Apartment,Freehold,2009,Resale,15,43,439979,Central Region,Marine Parade,2017-9,1.30129463568,103.900104259,7.0,4.0,840959.25
3915,ORCHARD SCOTTS,7 Anthony Road  #01-24 ,212,Strata,25-Sep-2017,Condominium,99 Yrs From 08/11/2001,2007,Resale,9,22,229955,Central Region,Newton,2017-9,1.30966025168,103.838445256,1.0,24.0,2598106.2
3916,ROCCA BALESTIER,221 Balestier Road  #05-01 ,101,Strata,25-Sep-2017,Apartment,Freehold,2005,Resale,12,32,329928,Central Region,Novena,2017-9,1.32128912756,103.85252202299999,5.0,1.0,1180983.9
3917,THE BAYSHORE,30 Bayshore Road  #21-02 ,88,Strata,25-Sep-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,16,46,469974,East Region,Bedok,2017-9,1.31299246295,103.93991443,21.0,2.0,1035493.25
3918,SERANGOON GARDEN ESTATE,68 Blandford Drive ,260,Land,25-Sep-2017,Terrace House,999 Yrs From 01/01/1955,Unknown,Resale,19,55,559861,North East Region,Serangoon,2017-9,1.36162302322,103.859987867,,,1917139.5
3919,CASUARINA COVE,124 Tanjong Rhu Road  #02-01 ,139,Strata,22-Sep-2017,Condominium,99 Yrs From 20/10/1993,1996,Resale,15,43,436916,Central Region,Kallang,2017-9,1.2974307783399999,103.874222352,2.0,1.0,1997916.6
3920,SPRINGDALE CONDOMINIUM,49 Hindhede Walk  #07-11 ,103,Strata,22-Sep-2017,Condominium,999 Yrs From 21/06/1877,1998,Resale,21,58,587976,West Region,Bukit Panjang,2017-9,1.34819684743,103.771488847,7.0,11.0,1077224.0
3921,THE SHORE RESIDENCES,81 Amber Road  #03-08 ,86,Strata,22-Sep-2017,Condominium,103 Yrs From 18/08/2009,2014,Resale,15,43,439893,Central Region,Marine Parade,2017-9,1.30280754093,103.90098555600001,3.0,8.0,988117.06
3922,HORIZON GARDENS,357 Ang Mo Kio Avenue 2 ,262,Strata,22-Sep-2017,Terrace House,99 Yrs From 23/06/1995,2002,Resale,20,56,567834,North East Region,Ang Mo Kio,2017-9,1.3765382277399998,103.833700993,,,2144621.2
3923,ARCHIPELAGO,507 Bedok Reservoir Road  #01-22 ,62,Strata,22-Sep-2017,Condominium,99 Yrs From 01/06/2011,2015,Resale,16,47,479270,East Region,Bedok,2017-9,1.33811746066,103.919767994,1.0,22.0,651065.3
3924,HOUGANG GREEN,5 Buangkok Green  #04-01 ,71,Strata,22-Sep-2017,Apartment,99 Yrs From 01/12/1994,1998,Resale,19,53,539748,North East Region,Hougang,2017-9,1.37992377314,103.887491359,4.0,1.0,590669.1
3925,N.A.,22 Clover Rise ,174,Land,22-Sep-2017,Terrace House,Freehold,Unknown,Resale,20,57,579172,Central Region,Bishan,2017-9,1.3487819161899999,103.865898554,,,1837950.4
3926,SKYSUITES@ANSON,8 Enggor Street  #41-08 ,34,Strata,22-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,41.0,8.0,812126.6
3927,SKYSUITES@ANSON,8 Enggor Street  #68-03 ,94,Strata,22-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,68.0,3.0,1480626.5
3928,FABER CREST,50E Faber Heights  #01-30 ,192,Strata,22-Sep-2017,Condominium,99 Yrs From 12/06/1996,2001,Resale,5,12,129199,West Region,Clementi,2017-9,1.32412660784,103.75657148399999,1.0,30.0,1641464.0
3929,ZEDGE,2 Akyab Road  #04-01 ,85,Strata,22-Sep-2017,Apartment,Freehold,2010,Resale,11,30,309973,Central Region,Novena,2017-9,1.3223981436599999,103.848176944,4.0,1.0,1235504.1
3930,AVALON,23 Anderson Road  #04-02 ,89,Strata,22-Sep-2017,Condominium,Freehold,1999,Resale,10,25,259985,Central Region,Tanglin,2017-9,1.31291252813,103.82824802799999,4.0,2.0,1461250.0
3931,THE REGENCY AT TIONG BAHRU,38 Chay Yan Street  #23-05 ,119,Strata,22-Sep-2017,Condominium,Freehold,2010,Resale,3,16,169907,Central Region,Bukit Merah,2017-9,1.28212732879,103.830108307,23.0,5.0,1241330.4
3932,OASIS @ MULBERRY,73 Chempaka Avenue ,193,Land,22-Sep-2017,Terrace House,Freehold,2006,Resale,13,34,349677,Central Region,Toa Payoh,2017-9,1.33260353135,103.865898554,,,1863232.0
3933,SKYSUITES@ANSON,8 Enggor Street  #67-06 ,94,Strata,22-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,67.0,6.0,1480626.5
3934,COSMO,18 Guillemard Crescent  #02-03 ,66,Strata,22-Sep-2017,Apartment,Freehold,2010,Resale,14,39,399914,Central Region,Geylang,2017-9,1.3095802159799999,103.881039815,2.0,3.0,763104.75
3935,SPRINGDALE CONDOMINIUM,49 Hindhede Walk  #10-06 ,104,Strata,22-Sep-2017,Condominium,999 Yrs From 21/06/1877,1998,Resale,21,58,587976,West Region,Bukit Panjang,2017-9,1.34819684743,103.771488847,10.0,6.0,1096030.0
3936,APOLLO GARDENS,69 Sunbird Circle ,339,Land,22-Sep-2017,Semi-Detached House,Freehold,1984,Resale,16,48,487299,East Region,Tampines,2017-9,1.33967128168,103.958347895,,,1971252.1
3937,FRAGRANT GARDENS,357 Upper Paya Lebar Road  #04-02 ,79,Strata,22-Sep-2017,Apartment,Freehold,1991,Resale,19,53,534959,North East Region,Serangoon,2017-9,1.34708038895,103.879975262,4.0,2.0,893776.1
3938,RIO VISTA,20 Upper Serangoon View  #16-18 ,115,Strata,22-Sep-2017,Condominium,99 Yrs From 02/01/2001,2004,Resale,19,53,534203,North East Region,Hougang,2017-9,1.3718886979700002,103.901284102,16.0,18.0,785953.8
3939,WEST BAY CONDOMINIUM,60 West Coast Crescent  #01-01 ,125,Strata,22-Sep-2017,Condominium,99 Yrs From 01/03/1991,1993,Resale,5,12,128040,West Region,Clementi,2017-9,1.2990397191399998,103.76547522,1.0,1.0,1490114.9
3940,CENTURY WOODS,4 Woodgrove Walk ,150,Land,22-Sep-2017,Terrace House,99 Yrs From 04/12/1996,2001,Resale,25,73,738147,North Region,Woodlands,2017-9,1.42754392172,103.77713180299999,,,1016511.1
3941,SKYSUITES@ANSON,8 Enggor Street  #40-06 ,65,Strata,22-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,40.0,6.0,1094806.4
3942,SKYSUITES@ANSON,8 Enggor Street  #45-02 ,62,Strata,22-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,45.0,2.0,1048308.8
3943,SKYSUITES@ANSON,8 Enggor Street  #50-07 ,62,Strata,22-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,50.0,7.0,1048308.8
3944,PARC OASIS,41 Jurong East Avenue 1  #14-04 ,114,Strata,22-Sep-2017,Condominium,99 Yrs From 01/12/1991,1994,Resale,22,60,609777,West Region,Jurong East,2017-9,1.34252688277,103.734535816,14.0,4.0,926530.56
3945,KIMNAN PARK,47 Lorong Kembangan ,427,Land,22-Sep-2017,Terrace House,Freehold,1983,Resale,14,41,417360,East Region,Bedok,2017-9,1.3266256516600001,103.865898554,,,4479371.5
3946,THE MILTONIA RESIDENCES,552 Miltonia Close  #04-74 ,80,Strata,22-Sep-2017,Condominium,99 Yrs From 30/11/2010,2014,Resale,27,76,768120,North Region,Yishun,2017-9,1.417403,103.848872,4.0,74.0,736584.56
3947,N.A.,46 Moonstone Lane ,389,Land,22-Sep-2017,Semi-Detached House,Freehold,1971,Resale,12,32,328474,Central Region,Kallang,2017-9,1.3282901212,103.865898554,,,2263558.5
3948,GRAMERCY PARK,57 Grange Road  #12-06 ,184,Strata,22-Sep-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-9,1.2983710257899999,103.82642846,12.0,6.0,2437765.0
3949,THE VIRIDIAN,6 Jalan Ampas  #12-08 ,49,Strata,22-Sep-2017,Apartment,Freehold,2015,Resale,12,32,329507,Central Region,Novena,2017-9,1.32598328381,103.85164627399999,12.0,8.0,690561.0
3950,N.A.,26 Jalan Chermat ,174,Land,22-Sep-2017,Terrace House,Freehold,Unknown,Resale,19,53,538376,North East Region,Serangoon,2017-9,1.35103839806,103.865898554,,,1860660.8
3951,THE CENTRIS,75 Jurong West Central 3  #15-22 ,122,Strata,22-Sep-2017,Apartment,99 Yrs From 21/06/2006,2009,Resale,22,64,648337,West Region,Jurong West,2017-9,1.33885375014,103.70472712899999,15.0,22.0,765465.75
3952,KEW GREEN,103 Kew Crescent ,273,Strata,22-Sep-2017,Condominium,99 Yrs From 21/04/1994,1997,Resale,16,46,466173,East Region,Bedok,2017-9,1.31901907563,103.95126615,,,1856483.6
3953,KOVAN MELODY,29 Kovan Road  #02-33 ,96,Strata,22-Sep-2017,Condominium,99 Yrs From 20/01/2004,2006,Resale,19,54,545022,North East Region,Hougang,2017-9,1.35925766141,103.88352892799999,2.0,33.0,590497.56
3954,RIVERBAY,23 Mar Thoma Road  #21-07 ,70,Strata,22-Sep-2017,Apartment,999 Yrs From 02/06/1882,2014,Resale,12,32,328704,Central Region,Kallang,2017-9,1.32800346528,103.862563381,21.0,7.0,765418.3
3955,SANCTUARY GREEN,181 Tanjong Rhu Road  #10-11 ,104,Strata,22-Sep-2017,Condominium,99 Yrs From 17/03/1997,2004,Resale,15,43,436922,Central Region,Kallang,2017-9,1.2959548140000001,103.87167607200001,10.0,11.0,1527072.5
3956,SANCTUARY GREEN,187 Tanjong Rhu Road  #04-11 ,72,Strata,22-Sep-2017,Condominium,99 Yrs From 17/03/1997,2003,Resale,15,43,436925,Central Region,Kallang,2017-9,1.29599149223,103.870659353,4.0,11.0,1125655.1
3957,TANGLIN VIEW,152 Prince Charles Crescent  #16-09 ,106,Strata,22-Sep-2017,Condominium,99 Yrs From 17/05/1997,2001,Resale,3,15,159013,Central Region,Bukit Merah,2017-9,1.2919971873799998,103.81787678100001,16.0,9.0,1413064.4
3958,GLENTREES,11D Mount Sinai Lane  #04-16 ,125,Strata,22-Sep-2017,Condominium,999 Yrs From 17/09/1885,2005,Resale,10,27,277053,Central Region,Bukit Timah,2017-9,1.3160269155500002,103.784302545,4.0,16.0,1117580.4
3959,NEWTON SUITES,60 Newton Road  #19-03 ,115,Strata,22-Sep-2017,Apartment,Freehold,2007,Resale,11,30,307994,Central Region,Novena,2017-9,1.31778081161,103.842327769,19.0,3.0,1359567.6
3960,LIVIA,77 Pasir Ris Grove  #09-34 ,143,Strata,22-Sep-2017,Condominium,99 Yrs From 07/01/2008,2011,Resale,18,51,518208,East Region,Pasir Ris,2017-9,1.37289147511,103.943687505,9.0,34.0,799254.94
3961,THE TRIZON,8 Ridgewood Close  #13-11 ,94,Strata,22-Sep-2017,Condominium,Freehold,2012,Resale,10,27,276698,Central Region,Bukit Timah,2017-9,1.31735877841,103.777714538,13.0,11.0,1006902.06
3962,PARK GREEN,6 Rivervale Link  #04-06 ,126,Strata,22-Sep-2017,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,19,54,545042,North East Region,Sengkang,2017-9,1.38040221925,103.900152535,4.0,6.0,893081.5
3963,SELETARIS,503 Sembawang Road  #02-31 ,152,Strata,22-Sep-2017,Condominium,Freehold,2001,Resale,27,75,757707,North Region,Sembawang,2017-9,1.43547360354,103.82404257600001,2.0,31.0,1102634.6
3964,BOTANIC GARDENS VIEW,19 Taman Serasi  #02-19 ,131,Strata,22-Sep-2017,Apartment,Freehold,Unknown,Resale,10,25,257723,Central Region,Tanglin,2017-9,1.3088304905700001,103.819418974,2.0,19.0,1608158.9
3965,THE WATERSIDE,11 Tanjong Rhu Road  #06-03 ,199,Strata,22-Sep-2017,Condominium,Freehold,1992,Resale,15,43,436896,Central Region,Kallang,2017-9,1.29670644596,103.882766331,6.0,3.0,1597500.4
3966,HIGH OAK CONDOMINIUM,11 Toh Tuck Road  #03-27 ,108,Strata,22-Sep-2017,Condominium,99 Yrs From 24/04/1996,1999,Resale,21,59,596290,Central Region,Bukit Timah,2017-9,1.3389453653299999,103.771424806,3.0,27.0,774855.5
3967,HIGH OAK CONDOMINIUM,11 Toh Tuck Road  #04-32 ,127,Strata,22-Sep-2017,Condominium,99 Yrs From 24/04/1996,1999,Resale,21,59,596290,Central Region,Bukit Timah,2017-9,1.3389453653299999,103.771424806,4.0,32.0,861098.94
3968,RIVERSAILS,8 Upper Serangoon Crescent  #15-21 ,82,Strata,22-Sep-2017,Condominium,99 Yrs From 07/12/2011,2016,Resale,19,53,534032,North East Region,Hougang,2017-9,1.3783301320299999,103.90289398,15.0,21.0,643655.9
3969,MARINE BLUE,91 Marine Parade Road  #11-05 ,68,Strata,22-Sep-2017,Condominium,Freehold,2016,Resale,15,44,449314,Central Region,Marine Parade,2017-9,1.30405559896,103.904877122,11.0,5.0,758554.8
3970,MARINE BLUE,91 Marine Parade Road  #13-05 ,68,Strata,22-Sep-2017,Condominium,Freehold,2016,Resale,15,44,449314,Central Region,Marine Parade,2017-9,1.30405559896,103.904877122,13.0,5.0,758554.8
3971,PANDAN VALLEY,3 Pandan Valley  #03-314 ,174,Strata,22-Sep-2017,Condominium,Freehold,1978,Resale,21,59,597627,Central Region,Bukit Timah,2017-9,1.31994240676,103.77954841100001,3.0,314.0,1704199.0
3972,MAYSPRINGS,2 Petir Road  #18-01 ,75,Strata,22-Sep-2017,Apartment,99 Yrs From 01/12/1994,1998,Resale,23,67,678265,West Region,Bukit Panjang,2017-9,1.3772876467500001,103.763431989,18.0,1.0,537617.2
3973,BAYSHORE PARK,64 Bayshore Road  #08-01 ,328,Strata,21-Sep-2017,Condominium,99 Yrs From 17/03/1982,1986,Resale,16,46,469984,East Region,Bedok,2017-9,1.31090388142,103.937351424,8.0,1.0,3013935.8
3974,THE BAYSHORE,28 Bayshore Road  #08-06 ,91,Strata,21-Sep-2017,Condominium,99 Yrs From 31/05/1993,1996,Resale,16,46,469973,East Region,Bedok,2017-9,1.31304743605,103.938928824,8.0,6.0,1076242.6
3975,THE SILVER FIR,9 Butterworth Lane  #12-02 ,56,Strata,21-Sep-2017,Apartment,Freehold,2013,Resale,15,43,439424,Central Region,Geylang,2017-9,1.31263352636,103.89491015,12.0,2.0,699295.2
3976,RIS GRANDEUR,21 Elias Road  #03-02 ,127,Strata,21-Sep-2017,Condominium,Freehold,2005,Resale,18,51,519929,East Region,Pasir Ris,2017-9,1.37363554261,103.940055968,3.0,2.0,873201.06
3977,MILL POINT,1 Zion Close  #14-03 ,49,Strata,21-Sep-2017,Apartment,999 Yrs From 21/06/1877,2004,Resale,10,24,247811,Central Region,Tanglin,2017-9,1.29290709644,103.83045036899999,14.0,3.0,837940.06
3978,GOODWOOD RESIDENCE,261 Bukit Timah Road  #07-01 ,272,Strata,21-Sep-2017,Condominium,Freehold,2013,Resale,10,25,259703,Central Region,Newton,2017-9,1.31410755942,103.836004219,7.0,1.0,3028375.0
3979,FLORIDIAN,967 Bukit Timah Road  #05-13 ,154,Strata,21-Sep-2017,Condominium,Freehold,2012,Resale,21,58,589663,Central Region,Bukit Timah,2017-9,1.3330158300900001,103.785998811,5.0,13.0,1079604.0
3980,HEDGES PARK CONDOMINIUM,79 Flora Drive  #02-28 ,71,Strata,21-Sep-2017,Condominium,99 Yrs From 28/07/2010,2015,Resale,17,50,506885,East Region,Pasir Ris,2017-9,1.35564292703,103.967555797,2.0,28.0,600678.5
3981,MARTIN NO 38,38 Martin Road  #05-01 ,124,Strata,21-Sep-2017,Apartment,Freehold,2011,Resale,9,23,239059,Central Region,River Valley,2017-9,1.29211132486,103.838101403,5.0,1.0,1853662.4
3982,BAN GUAN PARK,21 Greenleaf View ,333,Land,21-Sep-2017,Semi-Detached House,Freehold,1986,Resale,10,27,279260,Central Region,Bukit Timah,2017-9,1.32205450777,103.784501816,,,2489082.2
3983,HILLBROOKS,90 Hillview Avenue  #03-03 ,184,Strata,21-Sep-2017,Condominium,Freehold,1999,Resale,23,66,669610,West Region,Bukit Batok,2017-9,1.35868043748,103.7621985,3.0,3.0,1184281.2
3984,SOUTHAVEN II,39 Hindhede Walk  #04-01 ,138,Strata,21-Sep-2017,Condominium,999 Yrs From 21/06/1877,1999,Resale,21,58,587971,West Region,Bukit Panjang,2017-9,1.34650256718,103.77366649,4.0,1.0,1097522.8
3985,PARC PALAIS,47 Hume Avenue  #06-07 ,138,Strata,21-Sep-2017,Condominium,Freehold,1999,Resale,21,59,598748,West Region,Bukit Batok,2017-9,1.3575302851,103.766260911,6.0,7.0,1171374.1
3986,EUHABITAT,200 Jalan Eunos  #02-34 ,109,Strata,21-Sep-2017,Condominium,99 Yrs From 06/12/2010,2015,Resale,14,41,419544,East Region,Bedok,2017-9,1.3284858727600002,103.90648367799999,2.0,34.0,1069586.4
3987,SELETAR HILLS ESTATE,37 Jalan Kelulut ,326,Land,21-Sep-2017,Semi-Detached House,Freehold,Unknown,Resale,28,80,809054,North East Region,Serangoon,2017-9,1.3831698333899998,103.865898554,,,3153189.2
3988,MACPHERSON GARDEN ESTATE,49 Jalan Mulia ,82,Land,21-Sep-2017,Terrace House,Freehold,Unknown,Resale,13,36,368646,Central Region,Toa Payoh,2017-9,1.33305129173,103.880118541,,,1032026.4
3989,LUXUS HILLS,21 Seletar Green Walk ,203,Land,21-Sep-2017,Terrace House,999 Yrs From 01/01/1879,2011,Resale,28,80,805213,North East Region,Serangoon,2017-9,1.3803457519600002,103.87433158200001,,,1999713.1
